author	ntokens	year_of_birth
trollprinsessan	167431	1978
mammakristina	163169	1978
Git	163083	1978
TuvaLi	162741	1978
Joona	154403	1978
Tobidoo	154363	1978
Kaffekopp	153413	1978
Fantastic 4	134784	1978
yndra	133897	1978
Lucie	128740	1978
Nygge	126775	1978
Emma77	120868	1978
Anna X	115592	1978
SockerStinn	115375	1978
Michanna	115104	1978
Humlekatten	114442	1978
aigee	113157	1978
Shyme	112766	1978
challis777	112257	1978
Mary Wollstonecraft	110782	1978
Louise 77	106007	1978
fisbubbla	98868	1978
gedansk	98168	1978
Tokfia 7	96736	1978
oxen	96266	1978
Jojo77	96173	1978
näbben	95984	1978
SusiSue	93981	1978
Sylten	85272	1978
Skruttensmamma	82233	1978
aurora1827	81754	1978
Yasmine	81212	1978
MD77	80490	1978
bigmomma	79863	1978
Ellas och Alvins mamma	77801	1978
abinito	77446	1978
millface	73590	1978
Jojo7777	72822	1978
Mamma till Simon	69287	1978
lo800	68923	1978
Rose77	68417	1978
Elenic	67660	1978
Johanna77	66774	1978
Jag1977	66309	1978
pinglan77	65825	1978
MangaGirl	65795	1978
Lisa1977	64739	1978
HH78	62485	1978
Greta Anna	61834	1978
DestinationX	61671	1978
Skrutten00	61114	1978
Olivia2006	59417	1978
mammamebarn	58553	1978
ladymarina	57194	1978
Selma77	56375	1978
jamka	55990	1978
Skrutthumlan	55543	1978
Myssnuff	55540	1978
nyinflyttad	55300	1978
TessanE	55075	1978
Tigermom	53805	1978
Badfantasten	52361	1978
Eet	52216	1978
singer	52121	1978
lellisen	51241	1978
mammapåheltid	50793	1978
Kickiliisa	48728	1978
Dagsländan	47913	1978
victory tilly	47900	1978
tuvali	47283	1978
Lill Z	45668	1978
Angelica30	45574	1978
Himlan77	44683	1978
Pingla35	43926	1978
hurskadetgå	43835	1978
MissAdelaide	43377	1978
Pethrelita	43266	1978
Ängaboll	43235	1978
auo	43104	1978
Mamma till gullungen	41949	1978
Tacksamt	41570	1978
frankrike	41274	1978
Juli1	38945	1978
miainfo	38896	1978
Litorina	38844	1978
Litenmyra	38778	1978
jelp77	38440	1978
Gräsrot	38232	1978
sam77	37780	1978
skanka	37593	1978
shioo	37489	1978
down under	37010	1978
Libra77	36906	1978
fjunis	36716	1978
Froken Lokens	36364	1978
ystersyster	36058	1978
Newchans	35879	1978
Annelie77	35795	1978
Ankaja	35683	1978
Vibeche	35496	1978
saralways	35400	1978
StorFot	35026	1978
Man 78	34963	1978
Lectin	34631	1978
busungar2	33547	1978
Malvan	32869	1978
YlvaK	32594	1978
Snooz	32572	1978
40 plus	32212	1978
emjh	31416	1978
bratz	31239	1978
Lullisgirl	31117	1978
Vicki77	31016	1978
JenJoh5	30861	1978
Puff77	30729	1978
Linakinn	30708	1978
Varärstorken	30404	1978
Lillis 1977	29959	1978
Sockerråtta	29934	1978
hadhouda	29736	1978
Mandolin	29478	1978
Trebarns far	29077	1978
aggebagge	28910	1978
Jissa	28728	1978
LC77	28659	1978
Tigress77	28274	1978
Engelvinge	28248	1978
place	27750	1978
tvåem	27499	1978
Sälma Riit	27451	1978
Myster	27418	1978
Saramalia	26654	1978
Nina 77	26373	1978
bubbeltess	25605	1978
annajo	25557	1978
Vesslan	25362	1978
UppIDeBlå	25195	1978
tjofräs	25113	1978
NiWa	25067	1978
keepthefaith	24965	1978
erikaABC	24861	1978
ump	24782	1978
ango07	24749	1978
Västerås	24440	1978
Boza	24397	1978
Taxmamman	24332	1978
h77	23976	1978
Ensombryrsig	23919	1978
Drake M	23918	1978
Snartmamma	23703	1978
Dynastar	23470	1978
Vivvi12	22534	1978
annapanna77	22449	1978
joe7702	21328	1978
ellinormaria	21299	1978
mini77	20524	1978
Maje	20304	1978
nabben	20139	1978
tvilling	19886	1978
Oo v oO	19878	1978
Kråkan77	19865	1978
Draken22	19782	1978
Rävelina	19734	1978
karin h	19419	1978
sunny1	19404	1978
linda b a	19377	1978
Mrs Marlin	19301	1978
Rirismamma	19248	1978
Lindaewer	19195	1978
MrsMikas	19117	1978
noelle	19040	1978
Helfrida	18880	1978
Trolletroll	18852	1978
Herkules	18786	1978
mammamia77	18245	1978
Djurparken	18027	1978
Thinkerbell	17893	1978
kitte	17827	1978
Vicha	17710	1978
mariamitsu	17639	1978
Aimy	17553	1978
Akela	17287	1978
Loppan77	17273	1978
Miriami	17094	1978
pewe	17083	1978
Mysen	16987	1978
luull	16967	1978
MillaVanilla	16808	1978
Hajda	16734	1978
miapia	16697	1978
lillronja	16300	1978
Kallisto	16154	1978
Dudda	16122	1978
Caspiansmamma	15935	1978
Zakopane	15915	1978
misseire	15823	1978
Cocostopp	15764	1978
FruEdberg	15357	1978
Maria2	15184	1978
AlmNov	15150	1978
Eva77	15131	1978
Calliope	14664	1978
redstripe	14630	1978
Loijsisen	14594	1978
Såckan	14506	1978
Kassiopeja	14254	1978
Kamillan	14175	1978
Baby Belle	13991	1978
nemo08	13924	1978
grata	13899	1978
BobRob	13862	1978
Alltime	13397	1978
Röllekan	13233	1978
glaadamamman	13211	1978
MammaMyran	13000	1978
mogirl	12770	1978
annika eriksson	12703	1978
emmis77	12494	1978
Husfrun	12221	1978
MajaMaria78	12195	1978
Mamia	11741	1978
Akkie77	11675	1978
my1977	11649	1978
EoT	11512	1978
Astro	11481	1978
jisses	11220	1978
Fantacia	11099	1978
Tavi	10979	1978
ttiinnaa	10881	1978
augustibebis2016	10755	1978
nahaud	10739	1978
malin77	10600	1978
Lillis77	10571	1978
klaramamma	10524	1978
Nellabus	10456	1978
Ester77	10304	1978
Duddes mamma	10118	1978
Minfamilj	10106	1978
jagkan	10061	1978
Totek	10007	1978
Anova	865808	1979
modestyclara	496669	1979
MalinI	477443	1979
högbergarna	432840	1979
hannis	419186	1979
Stella 78	374168	1979
LuMa	366097	1979
Skruttis1979	342525	1979
Anatha	280772	1979
En glad tjej	274465	1979
Sofiech78	265960	1979
JCA	261269	1979
Vaja	258203	1979
prospicientia	254294	1979
Starbaby	246646	1979
Calles matte	242140	1979
Maja Gräddnos	228557	1979
Min högsta önskan	220634	1979
Frazze	212364	1979
5 barnsmamman	204836	1979
Puman78	201879	1979
Hjärtefröjd	199143	1979
Mikah	197061	1979
Sunshine78	183190	1979
5barnsmamman	181393	1979
bakabakalitenkaka	179030	1979
camave	176780	1979
karinagumman	167393	1979
Jenny Tom	166334	1979
Stampan	165884	1979
Bigfoot	165170	1979
fru smurf	162180	1979
Ullegulle78	157757	1979
norskan78	152359	1979
Kärnan	149466	1979
beEMbe	146959	1979
nr1	146554	1979
Mymlann	135281	1979
Smulu	135087	1979
Anubisa	130695	1979
Pillan81	129235	1979
Indra78	127727	1979
Strawberry3	126868	1979
Caeruleus	125182	1979
Bullan1978	124517	1979
Pemberly	116587	1979
ananasen01	115740	1979
CarVen	110611	1979
Mulle78	110114	1979
Hormonermedhumör	108044	1979
Afrodisiac	104577	1979
Soffiie	103121	1979
Siljelin	102211	1979
Milon	100520	1979
Le petite moi	99082	1979
Anna Lisa	97017	1979
Nymphéa	96503	1979
broglo	94720	1979
Sharika	94670	1979
PrinsessanLeia	91326	1979
glutten	90521	1979
chazbo	90408	1979
IdaElinLivia040611	88871	1979
Emmy K	88598	1979
Gummisnodden	88466	1979
Maddolf	86783	1979
Leeluu	83396	1979
Hjärtat78	80505	1979
Linda 1978	79369	1979
Michella	79128	1979
Maja09	78748	1979
snartliverhorn	78445	1979
Rödtjärnens Anna	77410	1979
downismor	75524	1979
pinkiepie	71332	1979
brallison	70727	1979
Mandelmumsa	68998	1979
Annika78	68303	1979
neffi	65928	1979
Klotjohan	63831	1979
KarinIngrid	62625	1979
carola78	62170	1979
TheOnlyOne	62066	1979
Lilla M	60786	1979
Fröken Honung	57618	1979
FruFH	56938	1979
JosJos	55845	1979
honeybee78	55366	1979
Fröken Fräken	55049	1979
PennyLane	54879	1979
fröken sol	54695	1979
Friedegard	52876	1979
Fresa78	52843	1979
mamma33	52693	1979
grönräv	52206	1979
malinorebro	52130	1979
Jenny78	51927	1979
jojjo78	51342	1979
Meah	51163	1979
lilletrille	50573	1979
Ahdela	49725	1979
BaraCarolina	49216	1979
Lilla C	48653	1979
Jordgubbe1	47240	1979
sarap1978	47184	1979
arasall	46532	1979
Balooba	46434	1979
Tweety78	45866	1979
Azalea	45450	1979
luckyme	45419	1979
Wida	45356	1979
Cherkan	45125	1979
alexia78	43994	1979
MollyN	43700	1979
Saian	43125	1979
Malinw	42525	1979
Tummetott	41823	1979
Cattapult	41767	1979
Equal	41421	1979
jessican	41163	1979
Kilsbergen	40879	1979
Hella78	40820	1979
syanha	40713	1979
Barnsugen	40614	1979
Längtan01	40304	1979
Kattmor	40057	1979
Garderoben	39227	1979
Badabing	38784	1979
Tjej78	38698	1979
Mamma33	38424	1979
Genni	38045	1979
familjenekberg	37864	1979
Fia lotta lus	37666	1979
Challis	37407	1979
MamaSniff	36925	1979
LitensMamma	36450	1979
Majamjau	36405	1979
Ocdkille	36183	1979
Österbotten	36015	1979
Olivia3mars	35770	1979
ogen	35354	1979
pimpim78	35086	1979
Koocachoo	35014	1979
skrotis78	34716	1979
Starka	34424	1979
rattle and hum	33864	1979
Gris78	33523	1979
fia78	33024	1979
linda007	32433	1979
Stugan	31519	1979
Jenso	31308	1979
Lippans	30983	1979
TillFlorida	30798	1979
Jessan	30414	1979
hallandsliv	30124	1979
MollyMilly	29956	1979
STA	29674	1979
missy78	29521	1979
ludde1	29320	1979
Charli	29228	1979
mikaela1978	28963	1979
Starlight78	28729	1979
Guffy78	28013	1979
Lekia	27117	1979
olw24311	26543	1979
JennySpindel	26531	1979
tutam	26319	1979
Milljor	25872	1979
Jenny E	25865	1979
AnnaMaria	25676	1979
mynona	25507	1979
Pappa2006	25484	1979
Vaddårå	25211	1979
pippipopp	25151	1979
Mammisen	25059	1979
MariaMalmö	24696	1979
Sometimes	24210	1979
myran78	24107	1979
orlando	23911	1979
Lindis1978	23713	1979
Tvåbarnsmamman78	23494	1979
Wolfie	23486	1979
Myssan78	23461	1979
tängla	23309	1979
lillblobb	22972	1979
Minimor78	22775	1979
cina78	22720	1979
Lilla H	22497	1979
ÄlskadeGryn	22452	1979
kicke	22259	1979
Lisssen	22196	1979
Yonna	21949	1979
Havannas mamma	21247	1979
ErikaCC	21175	1979
Minnas	20989	1979
Busfrö10	20488	1979
Ida83	20341	1979
SvenOlsson	19986	1979
Mamma till H o F	19544	1979
MammaBorg	19415	1979
augustikatten	19349	1979
Mollan79	19103	1979
idefix	19001	1979
Miamej	18739	1979
Masarin	18713	1979
Rosalia	18533	1979
perniebernie	18531	1979
finski	18378	1979
VBK	18348	1979
tjej 79	18347	1979
chokladspad	18115	1979
Rosmarin	17930	1979
Seuss	17771	1979
diggiz	17705	1979
supermamman2	17615	1979
Bäsis	17427	1979
Rootsler	17245	1979
Monicag	17208	1979
Frida	16888	1979
Dist	16780	1979
marialintott	16737	1979
nilla78	16690	1979
Linc	16036	1979
Keeya	16005	1979
Mysigast	15908	1979
Godess	15859	1979
catzy	15835	1979
78Suss	15655	1979
pinkygirl	15606	1979
Odhos	15343	1979
Mammas propp	15278	1979
Carro34	14958	1979
Carmen1	14872	1979
Fru M	14834	1979
Lycka78	14542	1979
Bine78	14542	1979
Fru Frax	14500	1979
Jossan79	14343	1979
Tessos	14161	1979
Tuzzelina	14149	1979
CharlotteA	14137	1979
Astrid40	14109	1979
So far away	14086	1979
Jenny7804	14041	1979
Axioria1	13869	1979
Mollsan06	13741	1979
ske	13681	1979
Hopp och Förtvivlan	13577	1979
Persikaplommon	13422	1979
Lina N	13381	1979
goding6666	13368	1979
Jiged	13192	1979
AKF	13038	1979
Ilus	12922	1979
Adorable Misfit	12619	1979
Molvicmax	12565	1979
Frallan78	12560	1979
Mumbi	12544	1979
Vanilla78	12372	1979
Hellström	12340	1979
BeHappy	12299	1979
sagasofie	12242	1979
ddalia	12099	1979
mariakall	12072	1979
Lilymor	11893	1979
Zamigo	11787	1979
Elbea	11698	1979
ELLY78	11695	1979
Aurora2005	11595	1979
lotties	11523	1979
Hottentotten	11514	1979
Bebbefabriken	11478	1979
Miffe78	11423	1979
Lilla Mina	11229	1979
SoffH	11190	1979
gwendelyn	11188	1979
Isalisa	10461	1979
sommar78	10431	1979
Hoppfullheten	10347	1979
Nellan78	10271	1979
Wikings	10222	1979
Rusticola	10147	1979
Niina78	10114	1979
Lillfjant	10084	1979
tre ska bli fyra	10069	1979
Soultravel	10059	1979
loijsan	10049	1979
Flisan79	946211	1980
Lena	750678	1980
BrödernaBus	625089	1980
Astarte	615491	1980
kate79	568500	1980
yodi	483456	1980
LHUF	479126	1980
CoolJen	443199	1980
Adora1	439386	1980
hot fuss	425678	1980
Tigra79	397744	1980
Kina79	354350	1980
Mylla	346993	1980
Tricia	343167	1980
giftgrodan	340282	1980
TheFamily	322276	1980
isolande	312127	1980
MiaMarias	290253	1980
Meriall	272650	1980
WhiteAngels	254372	1980
Jaramla	234587	1980
Snoffsan	233431	1980
MajaMaria79	222104	1980
doriah	219932	1980
Zophia	218874	1980
JennyL29	201728	1980
Ninnie	190269	1980
Theresa1	183075	1980
Jennaz	181543	1980
syntharen	178720	1980
Marre	174457	1980
ernlia03	168808	1980
Mmmbop	165976	1980
Juppepuppe	161858	1980
Anotherone	160662	1980
april79	159774	1980
Celestina	154571	1980
Multignutten	151791	1980
mjukisb	151435	1980
frk lorelei	151321	1980
Mrs TH	145618	1980
Disco	144465	1980
snorkan	140684	1980
stormfågel	137526	1980
lillabebben	137156	1980
Rimfolina	134636	1980
anna gottegris	132993	1980
Summer	129764	1980
Ofeigur	129475	1980
tjorven01	129026	1980
Tessie2022	128746	1980
Koalan	126594	1980
Cat79	123163	1980
Zezana	122934	1980
alexix	121546	1980
Cerulean	120852	1980
norrlandsflicka	119863	1980
Karla79	116972	1980
Phalaenopsis	107205	1980
eekramaren	107200	1980
Rundabullar	106743	1980
Nallen	103249	1980
Purelyplatonic	102238	1980
Heavy	101581	1980
chippan	101321	1980
litenlind	100303	1980
IMagine	99538	1980
alwilda	97727	1980
Jennsan79	95730	1980
Saltvatten	95674	1980
LindizJ	95657	1980
we wish for a baby	94740	1980
Ulrisa	94608	1980
Mumsi	93998	1980
Emmelinan	92505	1980
Sarah H	91303	1980
agtiwi	90484	1980
BirkaCarro	90449	1980
Sowa	89246	1980
Alvinbus	89036	1980
Kroken	88194	1980
Jill 79	87886	1980
Kallemero79	87533	1980
asparinC	87052	1980
T inne	86334	1980
Dynamic	86308	1980
EmmaOh	85735	1980
Claudia gbg	85585	1980
frifantasi	85217	1980
Lucky	84062	1980
Utflykt i verkligheten	82753	1980
takida	82578	1980
annry	81599	1980
Dixxie	81536	1980
Paprikan	80781	1980
AndyP	80340	1980
Sofi 79	78563	1980
sebbeman	78319	1980
asa1018	76615	1980
J Anttila	75192	1980
vera79	74382	1980
BounceT	74111	1980
majo79	72863	1980
marremask	71817	1980
Zinara	71803	1980
Daz	70725	1980
Scilia	70418	1980
kvinna79	70185	1980
cheetah	69776	1980
Amandamamman	68163	1980
Bong	67646	1980
Katten79	67363	1980
Rue	67201	1980
C0211	66431	1980
Some	66282	1980
Wkd chick	64293	1980
flisan16	64020	1980
Avena	63977	1980
Hia	63231	1980
crossfit	62727	1980
hanna elise	62249	1980
Jmelb	61217	1980
proppen100	60991	1980
Vintervacker	59724	1980
Josefin L	59557	1980
Sabineb	59155	1980
lia79	57305	1980
Linny79	57087	1980
Caramella	56153	1980
Sparvöga	55704	1980
Syster C	54189	1980
Pilgrimka	53562	1980
Evie	52353	1980
MrsMumrik	52346	1980
Royalle	51156	1980
Jonna79	51118	1980
dubbelt upp	50938	1980
Beebii	50690	1980
Tummelisa06	50192	1980
MyDignity	49440	1980
annvian	49101	1980
sockerslav	48995	1980
caos	48400	1980
Fjällsippa	48244	1980
Sommarmalva	47481	1980
MissUnderstood	47332	1980
dicny	47165	1980
Rundown	46987	1980
Sockiplast	46871	1980
Respekt	45403	1980
Tussi	45069	1980
79a	44922	1980
Dolliver	44888	1980
Stella79	43990	1980
Dulcinea	43931	1980
MY2004	43860	1980
Krokodila	43218	1980
Litenkatt	43140	1980
Ausi79	42512	1980
Lill Fia	41707	1980
GlitterLina	41560	1980
Avalon	41380	1980
Foxy79	41238	1980
Carbon	40409	1980
Hettie	40312	1980
Monna	40159	1980
lindy01	39740	1980
Panope	39650	1980
Chipotle	39245	1980
lier1979	38930	1980
ego	38508	1980
8airam8	38000	1980
annasara	37863	1980
Cliine	37321	1980
Nemone	37100	1980
tussunge	36553	1980
tjejmamma79	36509	1980
maddeofreddes	36127	1980
pysis	35355	1980
love child	35257	1980
kristin10	35198	1980
Lisa1979	34606	1980
Fire	34396	1980
Pyl	33866	1980
pappandreo	33713	1980
verkar	33213	1980
Sagomamma	33182	1980
MammasGos	33172	1980
Ennna	33121	1980
Emo08	33022	1980
AsfaltsBlomma	32786	1980
Kompis	32576	1980
mami79	32550	1980
anneliesofia	32533	1980
marie79	32408	1980
LiBä007	32128	1980
Anki79	31998	1980
tossan	31537	1980
Devotion	31530	1980
mrslonely	31166	1980
limon	31158	1980
zeppelinmamma	30776	1980
FiaMedFunkk	30436	1980
Mariana79	30434	1980
Edzy	30248	1980
Ingenpingvin	30229	1980
FamMel	29865	1980
hellokitty	29530	1980
Tufftomat	29369	1980
tokmonkan	29118	1980
EmmaHenke	28930	1980
Ella1979	28897	1980
Eleator	28677	1980
maamje	28451	1980
lcln	28449	1980
Karin och Pyret	28284	1980
MammaTillEnPrins	27723	1980
Fliselisan	27557	1980
nate	27019	1980
Dreaming of You	26934	1980
Nefertiti	26822	1980
dcy	26663	1980
carola 79	26595	1980
Williamsmamma	26495	1980
filiduttan	26368	1980
Alicantina	25810	1980
SweetCA	25424	1980
lillsussan	25277	1980
Lady Unicorn	25110	1980
Lejla	24823	1980
swala	24657	1980
jimbo	24641	1980
sanneq	24122	1980
Whitehorse1979	24077	1980
lejonungen	24016	1980
fröken fegis	23842	1980
MoonlightG	23821	1980
Agentkia	23703	1980
MariaD	23592	1980
Snurranfian	23482	1980
Tobbelina	23237	1980
Plumsan	23220	1980
TessanM	22814	1980
Snart3barn	22806	1980
lens	22623	1980
Verea	22319	1980
Flexxa79	22029	1980
Marstös	21946	1980
Saga 79	21711	1980
jenny7906	21538	1980
sunshine03	21521	1980
Ävlan	21411	1980
new age	21178	1980
Torrbollen	20962	1980
mamion	20898	1980
flower79	20825	1980
Missariella	20641	1980
zeebra	20603	1980
snutte	20414	1980
Maria303	20336	1980
MariaE	20203	1980
mammamina	20154	1980
eber4	20007	1980
HannahLee	19929	1980
fowler	19864	1980
Liv2014	19662	1980
Beccibus	19463	1980
SaraSahara	19215	1980
Tess1979	19094	1980
Pingela	18998	1980
Millakilla	18752	1980
Tatu	18622	1980
Anna79	18597	1980
Sejda79	18397	1980
AndraSladdis	18080	1980
Mårran	17789	1980
Thea	17412	1980
MissMollis	17247	1980
Norken	17194	1980
Lovergirl80	17112	1980
Dazzle	16947	1980
Mwik	16877	1980
Dumpling	16831	1980
lillakulan	16671	1980
sommar barn	16586	1980
mammsen79	16561	1980
Lastbilsfarsan	16381	1980
nixxia	16192	1980
veronicabelly	15986	1980
mitt liv	15877	1980
Tjohooj	15694	1980
3Jane	15691	1980
Pirjo79	15521	1980
calnaneas	15406	1980
Emmie79	15183	1980
LinUlla	15151	1980
Vidarchefar	15093	1980
villnu	14831	1980
Chan2	14762	1980
Madame Hoffa	14419	1980
Maomao	14356	1980
Perelin	14320	1980
frukarlsson	14284	1980
Tjorvet	14168	1980
Wilbo80	14126	1980
LindanÖ	14109	1980
VitSnö	14066	1980
rox	14053	1980
TheKakan	14008	1980
detejagdet	13982	1980
icecreamlover	13902	1980
Frugan79	13772	1980
rymdmonstret	13759	1980
gina2012	13673	1980
CarpeDiem	13278	1980
Yoenia	13061	1980
majja79	12960	1980
4finafilidutter	12877	1980
Ixam	12841	1980
buslings mamma	12786	1980
Nanniz	12774	1980
Mammas Kalle	12714	1980
Helena 79	12677	1980
Nyström	12618	1980
Amme79	12371	1980
Petal	12023	1980
HäxanSurtant	11834	1980
TEF	11796	1980
elin22	11565	1980
malinz	11506	1980
Toria	11500	1980
lejonhjärtat	11491	1980
Citrona	11439	1980
Snäckan1979	11401	1980
hummelgard	11232	1980
Twisti	11192	1980
Albertine79	11159	1980
Madicken 29	11100	1980
Maria Q	11092	1980
BrittaKarin	11054	1980
enavalladom	11035	1980
Super S	10931	1980
annah01	10879	1980
Wonderfluff	10869	1980
linsen79	10860	1980
AryHann	10668	1980
VandrarEnsam	10609	1980
79anil	10468	1980
mellerud	10426	1980
Krusmynta	10422	1980
trebarnsmamma79	10396	1980
Elisabeth09	10257	1980
husetsfru	10248	1980
Tvåbarnsmamman79	10238	1980
Dan Syndrom	10091	1980
Sirimånstråle	10016	1980
morotsland	935255	1981
Miss Cee	853530	1981
Maddisen80	747251	1981
Snakeheart	507071	1981
Alisa	437450	1981
Emeliee	399744	1981
Tuttie	373010	1981
skorpiona	310517	1981
mumama	307903	1981
clembke	304030	1981
jazzkatten	278294	1981
LillaLoppanT	274540	1981
Vintersol80	274466	1981
MrsCharlotte	271573	1981
elinville	266186	1981
Snooze	250968	1981
majzzan	244624	1981
MrsCD	233005	1981
Geshia	229387	1981
lillasysteryster	213604	1981
annie80	212794	1981
Fraggelgirl	210462	1981
Plopps80	206280	1981
Gulletuss	204751	1981
Colisa	198829	1981
Annamaja	197572	1981
Smilla0608	196047	1981
Cicek	195738	1981
memba	194987	1981
1980 längtar	191322	1981
majsan2	187840	1981
Snutten	186041	1981
mariahammarberg	185716	1981
Akleja	176636	1981
MiieRO	166782	1981
MommysLittleMonster	161884	1981
Lowika	160358	1981
lilaemma	154612	1981
Riskiflickan	153234	1981
Lönnsirap	149703	1981
blingring	149346	1981
habibty81	147830	1981
LinnJes	144805	1981
Jimps	144679	1981
DetGodaLivet	144639	1981
stardream	137994	1981
philmKarin	137989	1981
nicke nyfiken76	137346	1981
MiaMaa	135246	1981
Lugnistormen	135127	1981
Kabo	133998	1981
dreamy	125348	1981
FVA	124793	1981
Tjillevippen	124492	1981
Serafine	123990	1981
Liona	118455	1981
missis	113220	1981
katt tass	104531	1981
MissUnderstood80	103514	1981
Plly	101753	1981
Anna Hbg	99965	1981
Tröttimössan	96481	1981
Lima80	96369	1981
Mollystar	95972	1981
Afterlife	93695	1981
Mysan31	93223	1981
Med två små	91475	1981
Kultis	88096	1981
Tilda	87448	1981
Lovi	87363	1981
majken81	86680	1981
Erki	86190	1981
Ylwa	83008	1981
lokacitron	81172	1981
Mimipig	79329	1981
livet från ljusa sidan	79261	1981
Tulda	79018	1981
MariaWe	77302	1981
kariba	75333	1981
Busfröet	74606	1981
Ida Maria	74297	1981
Carabellis kusp	74180	1981
septemberängel	73376	1981
Knasan	72482	1981
lemonina	71957	1981
Isola80	71719	1981
MårrFåfflan	70123	1981
Tess26	69499	1981
Beetle	68601	1981
Grynet2010	68427	1981
JLP	68211	1981
tvåvillblitre	68017	1981
upyours	67809	1981
smc	66646	1981
Astrid80	66325	1981
jossa8	64207	1981
tessise	64129	1981
annelie80	63953	1981
wedding2009	62473	1981
Junibarn	62429	1981
Enira	62373	1981
Marre80	62311	1981
Katja80	61420	1981
Egogirl	58060	1981
ThereseK	57561	1981
malinsoderman	56889	1981
Eldflamman	56838	1981
Blomman80	56322	1981
estrella81	54913	1981
RockingSkåne	54451	1981
Tezzy	53982	1981
novembersol	53808	1981
Eddiebella	53598	1981
Jigge	52710	1981
Krafs	52269	1981
Mika1980	51998	1981
Mejas mamma	51718	1981
ZezzA80	51416	1981
hoppfull 80	51143	1981
cicek	51044	1981
vintertjej	50592	1981
Sandra O	50467	1981
idamarie	49723	1981
Josun	49091	1981
maybe2501	48925	1981
Caab	48746	1981
cathil	48211	1981
Zanda	47995	1981
ulricaz	47964	1981
Lillis80	47692	1981
Mar ia	46264	1981
Mrs girl	46129	1981
Mari80	46090	1981
asteri	45530	1981
Ummi07	45217	1981
zoomzoom	45048	1981
guldlock1980	44639	1981
magelita80	44360	1981
jensan 80	43398	1981
benedikten	43312	1981
Mrs Flink	43167	1981
linhol	43059	1981
Kirsten	43050	1981
Vilda	42962	1981
malin neli	42689	1981
annika81	42337	1981
WeeBee	42003	1981
Tarzanina	41932	1981
Chaton	41772	1981
Maddex	41606	1981
icelolly	41205	1981
En skrutt	41094	1981
jennnyberg	41036	1981
J R	40436	1981
Soffifi	40333	1981
Min skrutt	40111	1981
ökenblomman	39980	1981
Urpan	39783	1981
Solen2	38733	1981
Hestia	38570	1981
Regndamen	38505	1981
diddisen80	38493	1981
veronica03	38451	1981
Smarthuvud	38313	1981
Jonzonto	37806	1981
Hennah	37765	1981
MissHelene	37624	1981
cindy03	36678	1981
soryd	36285	1981
stina t	36007	1981
Ulrika 80	35586	1981
Herr Häst	35485	1981
Smurfen70	35235	1981
lianem	34700	1981
Nikitastar	34654	1981
border1	34404	1981
mixed	34179	1981
Sessan100	33965	1981
stinur	33955	1981
hugger i sten	33471	1981
Friger	33421	1981
Nort	32675	1981
xarizaw	32556	1981
Redaktör	32240	1981
Xina	32181	1981
AnnaA80	32104	1981
Annapanna80	32051	1981
Tvillingmamma80	31669	1981
finskorpan	31517	1981
Urtica	31468	1981
Josse B	31136	1981
passionsfrukten	30720	1981
Collin	30459	1981
Trötta Lina	30174	1981
Dixy	30085	1981
apaqnirk	29902	1981
virre80	29836	1981
Raggarmunk	29652	1981
sweetheart80	29478	1981
baby81	29440	1981
Sassasara	28714	1981
Emuz	28428	1981
Softyy	28378	1981
Chilianna	28087	1981
sommar123	28065	1981
Kianne	28062	1981
Rebecca	27462	1981
alade	27454	1981
pamsa	27259	1981
Starla	26331	1981
WilliamSofia	26309	1981
LindaMattias	26221	1981
Mammut80	25905	1981
LinnsMamma	25828	1981
ilyaln	25810	1981
Ylviz	25446	1981
Kicki	25293	1981
lillsmulan	25227	1981
Lilithmoon	25139	1981
Klara 80	25138	1981
skumtomte	25019	1981
KarinF	24488	1981
Cecilia80	24179	1981
AKU	24153	1981
nami	24025	1981
Sanna80	23979	1981
Calici	23438	1981
hjärtemax	22757	1981
Maira	22574	1981
Karin Hanna	22459	1981
kamikirimusi	22366	1981
Susyloo	22348	1981
elno	22240	1981
liams mamma07	22207	1981
silvermist	22089	1981
BigDreams	21661	1981
gulleplutten	21645	1981
Leona987	21592	1981
Skysome	21535	1981
Lena28	21177	1981
Mysmonstret	20860	1981
Tuttan80	20475	1981
frida198004	20405	1981
Den där Mary	20362	1981
Fridalusen	20285	1981
linda 80	20258	1981
Moment22	20042	1981
södermamman	19994	1981
garttin80	19968	1981
Lysande	19938	1981
Paige80	19617	1981
inessa	19219	1981
Sol33	19179	1981
Bebismamma	19076	1981
Herr Lindström	19064	1981
Elyssa81	18996	1981
MissPearl	18971	1981
violla	18584	1981
Simbis	18403	1981
TreTriss	18074	1981
chiquita	17692	1981
ida  maria	17641	1981
NinaTherese	17456	1981
LitaFord	17380	1981
hjert	17354	1981
tvättbjörn	17332	1981
AdWi	16806	1981
zandra80	16660	1981
lillasysterjessa	16624	1981
Brook123	16605	1981
Sano	16529	1981
gipsybird	16437	1981
greeta	16266	1981
MrsAlonso	16034	1981
MrsCL	15901	1981
Leonesse	15792	1981
Earlgrey	15683	1981
Idchen	15603	1981
saratjej	15408	1981
Solkatta	15404	1981
Nordie	15391	1981
Camela	15337	1981
Frax	15311	1981
Tottling	15230	1981
Majsansarne	15210	1981
Hjärter Dam100	15010	1981
mrsjo	15007	1981
FrökenPillson	14988	1981
MoL	14855	1981
orkidee80	14605	1981
mumma	14384	1981
jemaka	14325	1981
ellebelle	14280	1981
Sisko	14206	1981
